size_sqft,bedrooms,age_years,distance_km,has_garage,crime_index,school_rating,price_usd
2260,7,56.3,7.31,1,44.8,9.3,350800
3005,7,22.7,0.1,1,49.8,8.6,478275
1307,5,25.2,1.93,1,74.5,5.1,260012
2318,5,36.3,8.99,1,53.0,6.7,345610
1722,4,27.0,9.35,0,57.6,5.9,221150
1524,2,31.2,18.47,0,40.6,5.3,197361
1816,5,13.6,17.89,0,53.3,6.9,262722
1631,3,1.6,5.88,1,45.9,8.2,223954
1655,3,24.2,14.91,1,50.4,6.9,195906
1396,2,41.5,7.14,1,59.7,6.2,197429
901,3,10.3,14.1,1,42.5,3.7,147199
828,3,9.1,14.84,0,44.0,6.0,129512
1927,6,38.3,17.45,1,42.7,7.8,314729
1462,3,13.1,7.04,1,42.4,5.0,206021
1302,3,13.8,16.09,0,52.6,8.9,167246
1604,3,14.4,0.1,1,44.5,6.1,240791
1997,5,19.0,17.78,0,72.5,7.3,268329
1690,4,0.0,9.85,0,90.2,6.4,252562
1272,4,11.9,9.98,1,41.5,5.2,192465
2213,6,23.5,0.1,0,54.4,7.7,293231
2390,7,23.3,7.67,1,65.6,6.1,302408
1847,4,37.4,18.13,1,46.0,5.8,258681
2087,6,47.6,7.44,1,35.1,3.4,272642
2221,6,42.7,14.28,0,76.1,9.0,266906
2165,5,33.7,10.21,1,60.3,7.0,334874
1907,4,17.8,16.38,1,54.8,8.7,328593
1899,4,10.7,11.15,0,71.8,7.9,279723
1860,6,20.3,4.41,0,61.6,8.7,310104
1051,3,28.8,10.34,0,49.3,6.2,165217
1950,5,32.3,19.61,1,35.4,4.9,217043
922,2,29.3,12.99,0,42.6,8.1,163981
1203,5,18.2,9.3,1,68.1,7.2,244822
2252,7,31.8,23.53,1,60.2,6.3,369206
2020,4,38.9,16.96,0,47.2,8.1,265822
2344,6,33.2,14.9,0,76.5,7.5,300605
1464,3,19.5,11.9,1,47.6,8.0,266359
1024,3,7.5,14.38,1,64.8,5.5,179639
1480,3,7.1,14.58,0,53.3,8.5,248966
1651,4,9.8,0.1,1,79.0,7.0,259092
1639,5,23.9,12.37,0,61.3,8.6,261538
2167,4,27.8,9.04,0,50.7,8.5,287578
1419,3,0.0,7.0,1,47.3,8.0,246374
1776,4,12.4,8.83,1,49.8,6.8,271932
1106,2,23.6,0.66,0,39.1,8.1,244582
1825,6,6.5,0.1,0,29.5,8.7,334113
1602,5,26.5,17.48,1,54.6,7.9,196887
1225,4,15.4,12.77,0,42.0,7.3,198700
1482,3,9.1,0.1,1,42.0,8.1,269363
1508,4,20.8,6.54,0,48.7,6.2,220133
1465,3,25.9,15.28,0,50.8,9.3,189964
2486,7,7.3,8.32,1,50.1,4.5,398314
1551,4,16.4,17.47,0,76.1,7.1,198080
1478,5,27.0,16.3,0,59.9,6.4,231064
551,1,8.6,1.86,1,81.6,6.0,85945
1153,3,0.0,9.14,1,43.4,7.5,195896
1468,4,0.0,7.31,0,61.8,5.3,255360
1257,4,13.7,1.66,1,44.2,10.0,257494
2291,5,0.2,1.27,1,41.6,5.0,362185
1518,4,14.8,5.16,0,82.2,5.6,228169
2244,6,45.0,6.15,0,38.5,5.4,322816
1631,3,0.0,11.7,1,16.5,7.3,247549
1619,2,15.8,16.27,1,39.4,8.5,205195
1556,4,52.0,13.08,1,19.9,7.8,249058
1602,5,26.1,14.5,0,35.7,9.2,291950
2459,7,14.5,8.4,1,37.1,5.8,398314
440,1,17.6,13.62,0,50.5,8.0,85997
599,3,26.4,9.11,1,19.3,6.5,97038
1328,3,45.4,7.35,1,67.9,7.3,222173
1607,5,12.0,21.38,1,21.9,8.7,276553
1945,5,8.6,0.1,0,48.1,4.5,319770
1837,4,0.0,0.1,1,45.1,10.0,350988
1408,3,21.5,12.3,1,62.4,6.8,254658
2110,4,0.0,8.41,1,55.3,4.6,288555
2115,6,13.0,1.38,0,67.8,6.0,295937
1692,4,6.4,3.67,1,44.6,7.2,288269
2081,5,36.1,4.45,0,43.0,6.0,279545
1736,3,12.4,15.35,1,56.2,3.9,214913
1319,3,26.0,17.27,0,65.4,7.1,213968
1949,6,0.0,19.84,1,62.4,5.9,275998
1655,6,22.0,0.47,1,54.8,8.0,293396
1601,3,2.0,1.8,0,53.5,5.4,207716
2336,6,13.6,1.39,1,49.5,10.0,391814
400,1,53.2,17.73,0,56.1,7.8,74692
891,3,34.0,12.5,0,80.5,7.3,162493
1006,3,18.1,10.48,0,46.4,7.9,194736
1418,3,68.0,11.38,1,44.5,4.3,178820
1473,4,6.3,9.66,0,43.4,6.3,260855
846,2,37.5,3.27,1,55.8,9.7,170120
1107,4,0.0,13.08,0,18.2,6.5,183263
1170,3,16.3,8.88,0,48.0,6.9,195697
2829,8,0.0,2.8,1,63.2,6.3,472249
2501,4,23.9,13.45,0,42.1,9.2,321990
1394,3,20.8,7.45,1,52.8,6.6,195718
1418,5,15.4,11.36,0,81.6,5.1,209600
1025,4,36.4,9.25,1,55.0,10.0,159805
646,1,11.5,15.35,0,16.4,4.9,66098
1542,4,24.9,11.32,0,28.9,6.9,223049
1101,2,32.3,4.7,1,46.2,5.7,197936
1558,5,0.0,11.93,1,37.9,5.9,287489
800,2,8.8,12.13,1,51.6,5.4,145299
1219,2,20.8,13.07,1,45.6,6.2,188536
1674,4,29.5,16.22,0,67.5,8.5,291992
1783,2,41.3,6.3,1,33.6,4.1,228251
1809,4,16.8,14.01,1,46.9,8.9,291085
940,2,15.3,0.1,0,53.3,8.6,157255
2027,6,6.9,9.28,0,55.1,7.8,288823
1200,1,24.9,8.35,0,52.2,7.2,199617
1916,4,15.5,18.69,1,13.8,7.4,283293
1595,5,15.9,9.06,0,51.2,9.1,281031
912,1,18.6,13.65,1,47.7,4.4,123996
1442,4,28.3,0.1,0,63.0,8.1,266942
1783,5,11.5,7.89,0,60.8,5.9,247465
1906,6,8.4,4.92,1,53.6,8.2,355913
1530,4,26.5,24.85,1,54.7,6.1,236189
2366,6,0.0,6.0,1,70.3,8.1,336286
2104,6,10.9,10.44,0,67.3,4.7,295238
1472,3,2.7,10.76,1,54.1,4.5,251824
1975,5,38.0,0.46,1,82.2,6.8,344132
2567,6,13.4,6.84,1,40.6,9.2,425269
2580,6,11.6,12.43,0,32.2,7.8,374697
986,3,19.3,10.51,1,49.8,7.8,151778
1137,3,11.1,0.1,1,44.4,8.3,232356
2342,5,14.0,6.6,1,13.0,6.4,353590
1071,3,21.5,16.12,1,40.2,7.9,169390
939,4,13.7,13.53,0,55.2,6.1,150170
1357,3,13.6,17.31,1,49.1,6.5,229592
1810,5,4.8,4.09,1,38.4,6.7,351242
1549,4,2.7,17.69,1,50.6,6.2,268165
1275,3,20.9,9.73,0,51.8,6.9,194194
1263,2,24.6,19.55,1,60.7,6.6,153924
1244,4,0.0,10.02,0,40.4,5.9,224537
1160,2,31.4,0.1,0,63.1,6.8,219200
2741,8,31.5,15.1,0,33.6,7.2,425903
1749,4,34.6,7.34,1,42.4,5.4,265525
2043,5,24.5,7.74,0,75.5,7.6,289701
1355,4,29.6,1.28,0,34.6,6.3,227998
1507,5,52.8,19.73,0,40.1,7.3,236905
1243,3,15.5,6.87,1,31.2,6.0,215168
400,2,4.3,19.45,1,37.6,8.6,97011
911,2,0.0,7.41,1,52.1,8.4,160775
695,2,46.3,4.43,1,60.6,5.4,176657
475,1,46.5,17.92,0,49.7,7.8,36938
1002,3,6.1,9.56,1,45.1,9.2,170497
2262,5,9.1,9.62,0,31.4,5.6,337335
1578,5,15.1,2.31,0,39.1,5.7,252400
2245,5,38.4,7.25,0,26.8,8.1,356268
1805,5,0.7,12.57,1,61.0,5.0,308801
1991,6,0.0,2.2,0,62.1,5.8,290039
1150,3,52.5,6.77,1,49.4,5.5,150913
1862,4,24.7,7.48,1,56.6,8.1,268806
1964,5,26.8,10.4,1,63.1,6.0,312826
1312,4,16.9,18.88,0,51.5,6.6,204201
1880,4,27.0,8.2,1,70.9,5.9,266999
1883,5,0.0,5.86,1,34.6,8.7,331281
1325,3,7.4,26.48,0,44.8,5.7,150322
1039,3,21.6,7.4,0,43.0,4.9,141869
1008,2,0.0,8.86,0,59.7,4.8,123375
1643,6,15.5,7.85,0,28.5,8.0,282276
1764,4,14.5,8.34,1,71.7,8.1,284331
1204,3,15.5,10.47,0,58.4,8.9,171543
1613,4,11.7,15.52,1,76.3,5.1,248090
1885,4,5.1,12.42,0,49.4,6.7,306375
1909,4,0.0,16.46,1,41.7,10.0,284286
2376,6,22.2,16.26,1,59.9,6.5,340017
2238,7,15.5,11.25,0,65.5,6.2,348966
1099,3,0.0,12.26,0,39.3,7.0,184362
2442,6,20.9,16.65,0,20.0,7.8,324140
1335,4,15.6,3.33,1,22.6,7.8,233105
2122,7,13.1,24.99,1,53.9,6.1,305116
1634,5,0.0,6.92,1,73.1,6.1,269424
1394,3,30.2,7.89,0,30.5,6.6,204768
696,1,1.5,2.73,0,45.9,5.9,166034
1514,5,20.9,2.91,1,44.8,5.1,248348
820,2,7.9,15.84,0,78.8,9.7,95791
2084,5,14.2,23.62,0,83.9,6.4,283555
2358,6,37.3,6.6,0,56.4,6.5,383536
1202,4,28.0,12.08,1,63.5,6.5,189010
1751,4,37.0,11.32,0,63.1,6.9,233800
1237,3,25.0,16.0,1,30.8,7.7,189974
1286,4,25.9,23.31,1,60.5,6.3,201776
1987,4,0.0,19.13,0,34.7,8.7,290651
1581,4,15.2,8.57,0,47.4,7.9,211801
2470,5,16.6,13.17,0,67.1,6.7,329999
1359,3,38.4,13.77,0,51.2,6.0,181544
2100,5,12.4,9.88,1,66.5,8.6,344917
1649,5,24.0,3.42,1,69.5,6.8,255644
1998,5,23.4,5.21,0,23.6,5.1,291449
1376,3,37.4,16.89,0,17.3,8.5,201732
1575,4,18.0,17.51,1,67.4,5.9,212599
1542,3,32.4,8.75,1,68.0,8.3,234101
1182,3,0.0,11.57,0,53.8,3.2,185541
1931,6,0.0,17.18,1,55.9,6.4,277345
1925,5,0.0,0.1,0,63.4,8.7,329547
1897,5,31.8,7.32,1,63.1,7.0,264714
2368,6,30.1,22.11,1,45.4,7.9,316635
2325,4,33.5,11.8,1,64.3,5.6,303994
1413,4,9.8,3.22,1,44.8,7.5,285545
1787,7,11.5,10.7,0,53.7,7.0,248818
1288,3,18.2,16.13,0,53.0,7.4,178107
1612,4,41.7,0.1,0,37.1,10.0,262175
1300,4,45.4,11.06,0,38.9,9.0,230377
2410,7,31.9,7.77,1,83.5,8.2,419348
1782,5,25.0,0.15,0,36.6,8.2,281780
1491,2,40.0,10.49,0,55.5,5.6,205718
2197,6,16.2,9.18,1,58.7,6.3,337511
515,3,14.1,9.86,0,49.2,4.7,93642
593,2,18.1,7.91,0,60.1,5.1,104745
1998,4,5.3,3.87,1,54.9,5.7,272478
1630,4,17.4,1.27,1,36.9,7.0,273492
1725,3,3.2,5.86,1,58.1,5.2,277771
937,3,35.4,15.16,1,41.8,6.9,129304
1588,3,28.2,11.4,1,76.1,6.8,242673
2602,7,41.4,9.58,1,56.4,5.3,332962
2012,4,0.0,3.76,0,39.5,9.3,328691
1685,4,48.5,7.76,0,55.1,5.0,261026
1380,5,0.0,14.42,1,36.1,8.7,246712
1403,4,2.0,13.03,1,53.9,3.6,194433
535,1,10.7,7.14,0,46.6,6.8,64112
1729,3,39.6,0.1,0,37.6,5.2,255800
2023,4,23.4,5.95,1,37.4,6.0,329583
812,1,16.3,7.1,0,86.5,9.7,134871
1269,3,8.1,4.56,0,51.4,6.5,195144
1021,3,0.0,7.52,1,43.5,5.3,137009
1117,2,37.0,14.9,1,40.9,7.7,171109
1627,5,32.0,9.78,0,57.1,6.5,225044
558,1,40.3,15.94,1,40.4,7.2,71108
1907,5,26.0,0.95,1,33.6,5.6,345696
1977,4,0.0,8.17,0,49.5,5.7,250545
1474,4,1.3,0.1,1,49.4,5.8,217503
400,3,27.0,7.44,1,43.7,8.2,114678
1102,1,14.5,3.73,0,36.6,6.7,162293
2216,5,11.6,17.69,0,44.1,5.4,297813
400,2,3.5,12.46,1,43.0,7.2,109680
1426,2,34.2,16.09,0,40.9,7.1,196306
1010,3,26.8,7.42,1,54.1,7.9,154090
2002,6,27.5,3.88,0,83.4,6.3,285856
1262,3,10.5,3.69,1,70.0,6.9,217322
1802,5,22.6,11.59,1,79.1,7.6,283775
1883,6,0.0,20.86,0,41.5,5.5,293850
2518,8,18.1,12.47,0,75.1,8.3,368674
1499,4,0.0,7.75,1,53.4,7.0,265314
1788,4,0.0,8.87,1,64.8,5.3,302804
857,1,15.2,9.81,0,56.9,5.3,123564
2195,6,55.6,22.16,1,44.9,6.9,299523
1220,2,0.0,17.4,0,60.8,6.2,169093
1320,3,1.3,11.56,1,57.3,8.1,209977
1589,4,23.3,10.66,0,23.5,6.6,217431
819,2,46.5,11.8,0,48.1,7.5,108800
1714,5,23.0,12.97,1,63.1,5.7,271746
2084,7,30.5,7.52,1,54.2,7.0,310214
1746,4,14.9,4.94,1,57.0,9.0,288784
806,2,12.3,16.19,0,38.7,6.8,122329
1538,5,21.2,10.13,0,53.8,6.2,281163
1971,5,10.1,15.69,0,48.6,5.7,303788
661,3,30.9,19.88,0,46.9,7.0,118121
1063,3,0.0,13.12,1,39.8,9.1,224437
2038,5,33.3,12.15,0,63.7,5.0,264742
1735,3,20.6,29.2,1,55.2,6.9,266058
1806,3,16.8,11.24,0,53.7,4.4,249179
2530,5,0.0,3.46,0,80.8,6.4,373037
1834,5,5.3,8.31,0,57.1,7.4,259643
1929,4,38.0,19.31,0,68.0,4.6,231226
2955,8,16.9,2.23,0,54.1,6.3,401866
1493,4,24.2,5.49,0,44.7,7.4,230472
1201,3,6.8,16.64,1,34.1,7.2,185838
1814,4,19.6,8.37,0,53.6,7.5,262233
1819,5,0.0,9.34,1,10.0,5.5,267364
1337,3,21.5,16.44,0,54.1,7.4,210786
1084,2,25.6,5.7,1,54.7,6.1,188539
2755,8,24.8,1.19,0,46.7,8.1,471175
1763,5,6.4,1.67,0,48.6,3.5,314727
1234,3,14.9,13.49,0,31.2,6.6,193392
2058,6,28.1,11.55,1,70.8,7.1,339959
1545,4,16.8,5.84,0,44.9,9.0,261252
1474,4,15.7,3.05,0,35.4,7.1,232725
1881,4,48.6,8.38,1,58.2,7.3,265865
954,4,5.7,16.7,1,51.7,7.6,193454
1776,4,36.2,4.99,1,44.6,8.9,385627
2556,8,2.7,6.02,0,43.0,6.4,432833
1833,4,29.8,2.86,1,49.9,4.9,282446
1412,4,30.6,7.8,1,70.2,4.6,224459
1346,4,12.3,12.03,0,57.0,8.0,228569
1395,4,1.7,22.69,0,49.5,7.3,208820
1473,3,0.0,11.31,1,62.8,6.6,255234
1411,4,10.8,9.68,1,50.4,6.1,228986
2058,7,27.9,15.18,0,56.0,7.3,283340
733,2,3.8,14.18,1,52.3,7.3,150601
2031,5,21.5,6.53,1,58.8,7.7,335259
1410,3,0.0,23.81,1,43.3,5.3,203873
1788,4,16.5,9.85,0,32.9,4.4,264873
1037,4,2.8,11.42,1,63.6,5.6,209027
2264,5,18.8,13.31,1,72.6,5.0,321514
2223,5,12.5,12.08,0,33.6,4.9,307714
2080,6,2.1,19.15,0,52.7,9.4,306062
843,3,10.1,6.46,0,43.3,3.6,132353
2015,7,6.0,14.7,1,63.3,7.7,368349
1802,4,0.3,10.99,1,53.7,8.4,289739
797,2,36.2,15.9,0,95.0,8.5,118487
1588,3,14.6,8.71,1,45.5,7.4,244590
1782,5,0.0,7.9,1,73.1,9.0,294057
1878,3,10.7,14.39,0,74.5,9.7,252874
1689,5,33.7,12.15,1,58.0,6.5,259821
1746,5,8.6,5.08,0,50.6,7.7,272026
2337,6,42.5,18.07,0,51.4,8.9,361952
2213,5,7.2,14.4,0,50.2,5.7,315497
400,1,27.6,9.55,1,67.0,6.6,75787
1441,4,35.5,7.19,1,36.9,6.1,223258
1518,3,26.8,12.18,0,47.6,7.7,230009
724,2,0.0,13.96,0,45.8,4.2,150813
1647,6,5.9,0.44,1,24.1,9.2,288439
2224,7,37.6,12.25,0,62.9,7.8,335386
1057,1,7.9,13.92,0,65.9,7.9,116191
1768,4,34.6,0.1,0,40.5,3.5,283011
1142,3,13.5,11.18,1,65.5,5.4,179563
1264,3,22.1,14.17,1,26.2,9.2,176718
2339,5,0.0,13.49,1,50.4,6.7,324119
1329,4,10.9,14.81,0,48.1,4.4,215494
1831,5,6.9,8.03,0,51.3,7.3,248342
664,3,23.4,3.76,1,51.2,8.0,152859
2531,6,21.4,0.1,1,48.8,7.8,389254
1901,6,26.9,16.55,1,44.2,6.8,287332
1509,3,12.6,14.22,1,48.4,8.7,225134
1888,4,6.0,17.01,1,70.4,5.9,253212
895,3,22.7,5.65,1,41.3,7.8,159893
2191,6,4.6,14.82,0,83.8,7.2,339529
1438,3,36.2,0.98,0,40.5,6.8,211972
1498,4,18.3,4.78,1,53.6,6.4,257580
1354,2,15.1,10.76,0,58.6,6.5,187956
1310,3,26.9,13.98,0,45.6,7.0,205431
1947,6,18.9,20.07,0,70.7,6.6,289287
1728,4,0.0,8.56,1,58.2,8.1,273859
1926,5,4.1,4.81,0,46.9,6.2,279202
1596,3,35.9,4.5,1,70.6,9.4,275747
1857,4,21.3,5.87,0,34.8,6.1,256584
1391,5,0.0,23.33,1,41.5,8.4,249997
2715,7,25.3,14.54,1,58.4,8.4,408117
816,1,11.6,16.68,0,62.0,7.2,106208
2230,5,6.9,8.57,1,54.8,7.1,358022
2284,4,2.8,9.99,1,48.1,5.9,375504
1174,2,35.0,14.2,1,46.2,6.2,184092
2715,8,0.0,6.97,1,67.0,7.3,437795
2098,5,7.4,8.25,0,53.6,6.9,359366
2086,7,21.8,5.95,0,36.9,8.8,298893
1614,4,43.7,7.32,0,36.1,6.3,205079
1491,4,28.3,10.29,0,72.7,6.4,204434
1495,4,7.3,5.07,1,39.2,4.5,281599
1795,2,42.9,11.72,1,54.1,8.0,272673
2301,6,0.0,11.71,1,70.3,7.8,320699
1691,4,24.0,8.92,0,58.1,8.5,246896
1144,4,27.3,5.04,1,38.6,8.6,179298
2012,6,6.8,10.63,1,34.8,8.2,334404
2061,4,30.5,6.97,1,78.0,8.2,330704
1927,6,12.3,10.28,0,34.4,7.9,333576
1973,5,30.4,16.59,0,41.7,8.1,292681
1465,3,0.0,2.48,1,55.6,4.2,227463
1136,3,25.0,23.04,1,46.7,5.4,157708
1166,3,13.8,9.56,0,58.6,5.1,192157
782,3,37.2,12.47,1,28.0,8.9,206431
1718,5,19.3,5.48,1,46.8,5.8,248519
1558,4,38.7,16.85,0,60.2,6.1,248487
1380,4,27.6,9.25,1,60.2,7.0,228271
400,2,18.1,7.64,1,41.4,5.1,111591
976,3,31.8,6.55,0,34.7,7.6,167800
2160,7,31.9,8.39,0,53.2,3.8,347006
1268,4,27.1,12.51,1,30.3,5.2,209458
1780,5,0.0,11.04,0,69.3,7.3,263499
905,3,5.3,9.76,0,52.4,5.1,161229
2319,6,40.8,5.73,0,39.5,8.9,378271
1528,4,1.2,5.38,0,34.2,7.1,255100
1745,6,33.2,7.23,1,40.5,8.7,242146
2763,8,30.6,12.76,0,26.6,7.5,407543
2358,6,9.1,13.97,1,57.4,7.0,362435
1447,3,0.0,14.78,0,38.0,5.5,214244
1303,4,11.5,9.99,0,56.0,8.4,204923
1437,4,51.2,12.3,0,58.1,7.7,235085
1855,5,7.1,8.99,1,64.5,10.0,254657
1547,4,8.1,0.1,1,53.8,8.2,277492
1402,4,5.0,8.7,1,66.9,6.4,237550
2334,6,38.2,7.75,0,70.8,7.4,388859
1543,3,16.4,3.77,0,53.9,7.6,240716
2750,7,10.6,6.6,0,54.8,8.7,433622
1645,4,41.2,10.81,0,41.6,9.0,248219
2493,6,28.7,3.2,0,35.2,6.8,374212
1779,5,6.2,5.74,0,69.2,5.2,317221
2081,6,1.6,19.29,0,59.1,4.2,269346
1238,4,37.4,0.38,0,60.3,5.3,175237
1173,3,20.3,8.9,0,41.1,6.1,200460
1830,5,0.0,3.0,1,74.4,9.3,324911
2094,5,0.0,5.49,0,46.6,9.3,333079
1620,3,3.3,8.81,1,38.0,8.4,268082
957,3,1.4,4.07,1,41.4,8.8,222657
920,2,0.0,13.44,0,73.6,5.9,153327
886,4,3.5,18.11,0,33.3,4.7,128251
716,3,6.2,15.05,1,38.7,5.5,141288
1655,5,13.1,16.15,0,93.5,3.9,226310
2163,6,45.4,1.72,0,64.1,5.3,323267
1593,4,16.0,8.54,1,39.0,6.2,248162
470,1,17.5,12.8,0,33.8,7.3,53963
1505,2,27.6,15.23,1,24.9,7.2,236974
1519,3,16.4,20.52,0,51.5,6.0,218840
2648,7,26.0,16.41,0,60.9,7.9,416003
871,1,24.2,15.38,0,72.8,6.0,77487
1405,3,21.8,25.8,1,21.6,7.0,201751
2453,6,61.5,10.58,0,30.1,5.3,324477
1825,4,33.7,8.27,1,48.2,8.6,274018
1882,4,3.8,11.06,0,91.8,7.0,237206
1657,4,25.6,4.51,0,63.3,8.0,229555
1765,6,8.1,10.41,0,55.6,5.2,280837
1989,6,26.7,0.1,1,31.6,7.3,319980
1195,3,0.0,6.82,0,18.2,7.9,192189
2039,5,3.4,9.31,1,50.6,3.9,346006
913,2,25.2,15.7,1,48.5,8.8,212380
1764,4,35.0,16.67,1,46.0,5.1,244745
1689,4,27.5,4.22,0,44.3,7.3,222042
1292,4,32.8,22.46,0,38.8,9.7,204214
1589,4,25.6,10.89,0,35.3,8.4,193900
1289,2,22.6,11.44,1,70.8,4.8,147837
1064,3,12.4,0.29,0,36.7,6.7,200456
1423,4,32.2,6.28,1,45.9,8.9,206532
1048,1,35.4,16.3,1,49.4,5.8,131679
1761,4,19.1,11.02,0,60.6,6.5,218499
1025,3,18.2,10.65,0,37.2,6.4,166130
1956,5,43.9,11.36,0,64.7,7.9,305774
1009,4,19.7,1.34,1,41.3,4.7,171174
1317,4,21.1,9.42,0,47.6,7.9,212907
1288,4,27.3,18.45,0,74.6,6.1,157494
2263,8,18.5,16.52,0,35.5,7.0,328787
1765,5,7.7,9.25,0,60.8,6.7,253694
1494,4,25.7,19.38,1,65.1,7.9,244954
1849,5,19.4,2.45,1,54.6,7.0,267179
546,1,47.6,4.17,1,48.2,9.2,98593
1578,4,31.8,21.18,1,81.9,8.5,238832
2599,6,11.1,13.47,0,49.8,5.8,394830
1666,4,30.9,8.27,1,53.1,9.0,278622
1634,4,24.6,9.67,1,45.0,7.5,257391
1874,4,39.6,5.16,0,52.3,7.3,256961
2048,5,12.1,11.66,1,64.5,8.3,344569
601,1,22.8,11.18,0,45.9,5.4,66014
759,1,18.5,10.12,0,18.4,4.9,92448
1705,3,20.9,3.04,1,57.7,7.0,300988
1243,2,6.7,11.59,1,33.8,6.1,208386
2256,5,28.6,6.82,0,61.1,10.0,350968
1442,4,26.3,4.08,1,50.0,5.9,249437
633,2,39.3,17.6,1,64.1,7.1,94062
966,3,19.8,23.02,1,35.8,7.3,118824
400,2,13.8,21.66,1,42.0,8.8,97342
1483,5,31.8,13.9,0,44.9,5.5,216103
1506,4,8.1,8.41,0,27.8,4.6,211115
1388,4,36.3,9.58,0,66.7,9.1,187298
2139,6,36.2,12.43,1,25.6,7.1,325653
2199,6,38.9,7.48,0,66.5,8.2,291214
1515,4,25.6,17.91,0,56.4,8.3,218085
533,2,12.7,0.1,1,47.0,8.5,130868
1909,3,21.6,8.23,0,55.2,6.4,265868
1878,4,25.7,14.81,0,54.8,6.0,268938
1755,4,11.6,4.93,1,44.0,4.0,286989
2091,6,40.0,8.56,1,54.5,5.5,292908
1018,4,28.7,13.56,0,61.0,7.1,181564
2604,5,6.6,19.11,1,35.8,5.9,368980
1120,4,48.2,2.24,0,55.2,5.3,213371
1975,4,21.5,1.79,0,10.6,7.1,292011
756,1,3.6,4.32,1,21.1,9.0,122698
1135,3,7.5,0.77,0,58.5,6.9,218222
2358,6,42.3,1.2,0,43.7,5.3,352187
1470,2,47.4,4.16,0,37.2,8.9,244820
2020,6,35.1,17.4,0,49.2,5.8,290303
1718,5,39.8,8.13,0,44.1,9.2,325936
1548,5,38.2,10.19,0,35.2,6.6,228741
2282,5,28.4,4.27,1,25.4,7.2,379266
1482,4,24.9,13.8,0,20.5,9.3,223612
710,2,28.1,21.25,1,61.1,5.0,109357
1198,4,31.0,4.67,0,43.7,5.4,205512
1876,2,8.9,20.35,1,64.5,6.5,277679
1798,4,31.0,12.19,1,43.5,6.8,287519
816,2,41.9,10.1,1,55.3,10.0,63714
1238,2,16.9,12.4,0,48.1,5.7,172795
1309,3,15.3,12.34,0,50.7,5.0,174108
1417,3,27.1,21.14,1,51.4,5.6,186324
912,2,10.3,13.12,1,43.3,7.3,152603
1286,3,0.2,13.25,0,31.6,7.7,235095
1236,4,37.2,7.47,0,61.5,5.9,189210
1986,5,13.2,15.03,0,73.9,7.0,275488
2005,5,20.3,4.26,1,74.9,9.9,291898
1527,4,10.8,10.65,1,41.7,7.1,290011
1404,4,39.2,27.3,1,39.0,7.5,181461
1670,3,32.8,0.1,1,41.7,9.8,274129
1192,3,16.4,11.4,0,47.4,6.0,233838
1027,2,2.3,11.63,0,49.2,5.9,144294
1130,4,14.8,8.63,1,35.0,6.3,195341
1283,4,28.6,8.77,0,27.8,6.2,206905
1018,3,22.8,10.55,0,50.7,4.3,107715
1681,3,21.6,8.49,1,5.0,7.2,224000
1965,5,23.2,11.33,0,48.5,7.3,279769
806,1,31.4,7.07,0,35.8,6.7,110599
1613,3,19.4,22.13,1,61.7,7.4,232554
1490,5,26.8,8.49,0,65.7,7.4,209365
1771,6,5.2,13.42,0,66.1,5.0,280011
1594,3,58.3,5.99,1,44.8,7.4,177547
873,2,15.7,15.6,0,33.0,7.8,138777
969,2,23.1,14.4,1,37.8,4.6,153293
1615,5,28.5,12.52,1,54.3,9.2,273216
2114,4,13.8,3.84,1,25.3,5.1,320270
493,1,20.1,5.49,0,70.9,5.3,62624
1773,5,19.9,20.12,0,45.0,7.3,253317
2195,4,6.3,5.42,0,57.5,7.8,361834
1523,3,26.6,13.85,1,23.3,8.2,223293
1875,5,0.0,4.33,1,36.1,7.8,346952
1248,3,46.3,16.05,0,21.4,6.2,197216
1540,4,31.9,5.88,1,65.3,7.2,200232
790,2,29.6,4.22,1,47.6,6.5,138564
428,2,0.0,5.73,1,58.6,7.3,90900
2071,5,8.1,6.68,0,51.0,7.1,281460
1108,2,40.8,12.43,0,57.0,6.2,165363
1372,3,82.3,10.42,1,44.9,6.5,190924
907,3,37.9,3.43,1,46.9,4.2,155223
895,4,35.6,9.83,1,48.6,8.2,139685
1513,4,27.9,3.14,0,56.1,7.4,243413
1235,4,7.3,13.86,0,56.5,3.5,148703
1789,4,34.9,14.96,0,92.2,8.2,247726
1826,4,3.5,9.86,1,75.2,6.9,269297
1760,4,1.8,11.63,0,23.3,5.6,294281
1719,4,0.9,20.51,1,47.9,5.5,247669
2389,5,34.6,9.05,0,43.9,6.0,339140
1066,4,19.1,4.33,0,69.2,5.6,181967
1573,5,21.5,13.48,0,45.3,5.8,233657
2166,5,19.8,3.2,0,57.0,9.6,342289
2232,6,3.1,8.74,0,14.9,7.6,363288
889,2,9.9,6.41,0,27.3,10.0,149253
1444,4,10.7,5.79,0,81.4,7.3,240649
2279,5,0.0,8.5,1,50.8,7.9,383528
1854,5,12.4,15.4,0,35.0,5.7,283247
1698,4,3.8,16.63,1,53.6,6.7,254653
1491,4,28.7,15.56,0,34.2,6.9,222311
1408,3,29.9,12.02,0,45.7,7.9,198403
1744,2,0.6,8.45,1,28.2,6.9,270274
1474,3,15.6,0.1,0,38.2,7.5,211686
1579,4,47.8,12.21,1,43.8,7.5,269549
1639,4,5.3,0.1,1,66.8,6.5,325146
1261,4,26.4,0.1,0,57.0,6.4,190293
